track_id,source,class,origin,destination,first_t,last_t,first_x,first_y,last_x,last_y,max_motion_ratio,track_points,counted_lines,trajectory_cluster
roi_9666,roi_backup,truck,,,1016.13,1016.34,1087.15,259.4,1080.45,254.8,0.177,4,,-1
roi_9667,roi_backup,truck,,,1016.13,1016.76,1201.83,393.23,1124.44,344.68,0.26,11,,0
roi_9668,roi_backup,car,,,1016.13,1016.38,1164.89,251.13,1175.06,252.77,0.0,15,,-1
roi_9669,roi_backup,car,,,1016.13,1016.13,1209.37,334.3,1209.37,334.3,0.0,1,,-1
14759,main,car,,,1016.13,1016.13,1140.36,719.16,1140.36,719.16,0.0,1,,-1
roi_9670,roi_backup,bus,,,1016.17,1016.17,507.57,230.38,507.57,230.38,0.185,1,,-1
14760,main,car,,,1016.17,1016.46,42.43,352.52,14.5,372.4,0.283,8,,-1
roi_9671,roi_backup,car,,,1016.25,1016.59,1013.49,242.25,991.46,198.0,0.037,4,,-1
roi_9672,roi_backup,car,,,1016.29,1016.88,294.44,302.0,234.93,324.0,0.124,12,,0
14762,main,car,,,1016.34,1016.34,5.8,453.64,5.8,453.64,0.197,1,,-1
roi_9673,roi_backup,car,,,1016.42,1016.46,1154.22,323.61,1154.21,323.6,0.315,2,,-1
roi_9674,roi_backup,car,,,1016.51,1017.18,931.58,224.15,929.92,212.9,0.408,14,,-1
roi_9675,roi_backup,motorcycle,,,1016.51,1020.34,1252.35,276.35,1252.11,280.0,0.042,75,,-1
14763,main,motorcycle,,,1016.55,1017.05,1071.75,252.56,1053.21,238.97,0.196,10,,-1
14767,main,motorcycle,,,1016.59,1016.59,1138.82,359.43,1138.82,359.43,0.129,1,,-1
roi_9676,roi_backup,motorcycle,,,1016.63,1016.72,1062.77,248.99,1063.53,246.6,0.173,6,,-1
14769,main,car,,,1016.67,1016.67,1264.58,519.69,1264.58,519.69,0.673,1,,-1
14770,main,motorcycle,,,1016.67,1016.67,1061.52,243.51,1061.52,243.51,0.03,1,,-1
14771,main,motorcycle,,,1016.67,1019.16,1014.4,242.66,979.25,199.52,0.083,50,,0
roi_9677,roi_backup,motorcycle,,,1016.72,1016.72,1123.85,323.81,1123.85,323.81,0.228,1,,-1
roi_9678,roi_backup,motorcycle,,,1016.72,1016.88,1264.1,416.32,1246.63,415.62,0.118,4,,-1
roi_9679,roi_backup,motorcycle,,,1016.72,1016.84,963.87,204.68,960.11,183.96,0.063,7,,-1
roi_9680,roi_backup,bus,,,1016.72,1016.76,484.44,236.74,484.32,236.71,0.22,2,,-1
roi_9681,roi_backup,bus,,,1016.76,1016.76,930.5,221.13,930.5,221.13,0.343,1,,-1
14772,main,motorcycle,,,1016.76,1018.65,1251.2,516.58,1011.83,281.96,0.319,43,,0
14775,main,motorcycle,,,1016.76,1016.8,1120.12,343.76,1118.93,342.78,0.148,2,,-1
roi_9682,roi_backup,motorcycle,,,1016.88,1017.94,946.07,178.2,958.7,175.65,0.127,21,,-1
roi_9683,roi_backup,motorcycle,,,1016.88,1016.88,1114.06,323.94,1114.06,323.94,0.259,1,,-1
14779,main,car,,,1016.88,1018.27,1253.15,432.73,1088.53,308.38,0.212,30,,0
14780,main,motorcycle,,,1016.88,1017.05,989.19,195.59,987.86,193.42,0.0,5,,-1
roi_9684,roi_backup,motorcycle,,,1016.97,1016.97,1055.86,240.56,1055.86,240.56,0.178,1,,-1
roi_9685,roi_backup,motorcycle,,,1017.01,1017.14,1207.58,411.21,1207.29,400.93,0.141,4,,-1
roi_9686,roi_backup,truck,,,1017.09,1017.39,1084.31,312.64,1077.33,307.85,0.149,4,,-1
roi_9687,roi_backup,truck,,,1017.09,1020.0,470.58,243.78,267.5,301.88,0.416,59,,0
roi_9688,roi_backup,motorcycle,,,1017.09,1017.64,1053.39,235.35,1045.24,225.1,0.222,18,,-1
14786,main,motorcycle,,,1017.14,1017.14,1156.51,428.69,1156.51,428.69,0.207,1,,-1
roi_9689,roi_backup,car,,,1017.22,1017.26,990.52,147.99,990.51,147.98,0.0,2,,-1
roi_9690,roi_backup,motorcycle,,,1017.26,1017.26,1060.01,308.5,1060.01,308.5,0.079,1,,-1
14794,main,motorcycle,,,1017.35,1017.35,1180.26,379.03,1180.26,379.03,0.254,1,,-1
roi_9691,roi_backup,motorcycle,,,1017.39,1017.39,1171.29,323.36,1171.29,323.36,0.018,1,,-1
roi_9692,roi_backup,truck,,,1017.43,1017.52,1161.26,359.19,1158.25,356.95,0.104,3,,-1
roi_9693,roi_backup,bus,,,1017.52,1017.68,930.31,206.01,930.28,204.73,0.251,5,,-1
roi_9694,roi_backup,motorcycle,,,1017.52,1017.6,1272.54,396.09,1271.98,395.68,0.031,3,,-1
roi_9695,roi_backup,motorcycle,,,1017.56,1017.64,1115.82,240.28,1115.93,240.78,0.0,3,,-1
14802,main,car,,,1017.6,1035.41,1271.43,396.48,940.13,147.74,0.474,401,,0
14803,main,motorcycle,,,1017.6,1017.6,1150.03,356.06,1150.03,356.06,0.264,1,,-1
14804,main,motorcycle,,,1017.68,1019.66,1044.77,226.87,1018.96,200.3,0.154,41,,0
roi_9696,roi_backup,car,,,1017.73,1017.73,533.29,212.3,533.29,212.3,0.104,1,,-1
roi_9697,roi_backup,car,,,1017.73,1017.85,1130.5,338.24,1123.75,332.74,0.165,4,,-1
roi_9698,roi_backup,truck,,,1017.77,1017.85,952.13,239.14,951.58,238.29,0.27,3,,-1
roi_9699,roi_backup,motorcycle,,,1017.77,1017.81,1132.43,324.0,1132.45,324.0,0.377,2,,-1
14807,main,car,,,1017.77,1023.41,533.49,213.59,17.93,439.26,0.407,133,,0
14809,main,motorcycle,,,1017.81,1017.81,1062.03,344.4,1062.03,344.4,0.145,1,,-1
14810,main,motorcycle,,,1017.81,1017.94,990.02,220.71,987.82,218.82,0.068,4,,-1
roi_9700,roi_backup,bus,,,1017.85,1018.19,445.24,258.55,426.93,266.74,0.363,5,,-1
roi_9701,roi_backup,car,,,1017.89,1018.06,1247.15,324.0,1243.02,324.0,0.076,4,,-1
roi_9702,roi_backup,motorcycle,,,1017.89,1019.41,1038.75,278.78,993.91,223.14,0.099,28,,0
roi_9703,roi_backup,truck,,,1017.89,1017.98,1047.51,327.28,1046.5,326.26,0.087,3,,-1
roi_9704,roi_backup,car,,,1017.89,1017.94,1046.86,327.51,1047.25,327.33,0.087,2,,-1
14814,main,motorcycle,,,1017.94,1017.98,1113.26,327.63,1112.29,326.83,0.314,2,,-1
roi_9705,roi_backup,car,,,1017.98,1017.98,1184.3,254.38,1184.3,254.38,0.0,1,,-1
roi_9706,roi_backup,motorcycle,,,1017.98,1017.98,1268.89,387.74,1268.89,387.74,0.044,1,,-1
roi_9707,roi_backup,truck,,,1017.98,1017.98,1108.69,322.0,1108.69,322.0,0.138,1,,-1
roi_9708,roi_backup,car,,,1017.98,1017.98,1268.89,387.73,1268.89,387.73,0.044,1,,-1
roi_9709,roi_backup,car,,,1018.02,1018.61,272.4,302.0,200.33,324.0,0.458,13,,0
roi_9710,roi_backup,motorcycle,,,1018.11,1018.15,1046.07,218.3,1046.06,218.3,0.052,2,,-1
14817,main,motorcycle,,,1018.15,1018.19,1099.31,314.57,1097.67,313.81,0.199,2,,-1
roi_9711,roi_backup,truck,,,1018.23,1018.27,522.79,218.25,522.75,218.26,0.116,2,,-1
roi_9712,roi_backup,motorcycle,,,1018.32,1018.44,1083.77,300.19,1080.93,298.96,0.137,6,,-1
roi_9713,roi_backup,truck,,,1018.32,1018.74,1085.53,298.95,1063.72,284.57,0.091,7,,-1
roi_9714,roi_backup,car,,,1018.36,1018.74,1084.75,298.8,1062.45,284.11,0.145,5,,-1
14827,main,motorcycle,,,1018.36,1020.25,1022.82,299.58,989.0,223.42,0.14,46,,0
roi_9715,roi_backup,truck,,,1018.44,1018.91,1214.15,349.31,1190.96,331.46,0.335,4,,-1
roi_9716,roi_backup,truck,,,1018.44,1018.74,947.27,222.21,934.97,200.64,0.31,7,,-1
14832,main,motorcycle,,,1018.48,1022.61,1077.28,297.84,979.91,196.84,0.247,75,,0
roi_9717,roi_backup,motorcycle,,,1018.53,1018.53,1068.73,292.55,1068.73,292.55,0.075,1,,-1
roi_9718,roi_backup,bus,,,1018.57,1018.61,946.15,220.02,946.14,220.03,0.293,2,,-1
14835,main,motorcycle,,,1018.57,1019.66,982.32,206.34,978.62,192.75,0.041,24,,-1
roi_9719,roi_backup,truck,,,1018.65,1018.99,514.08,222.98,507.06,227.34,0.228,7,,-1
roi_9720,roi_backup,truck,,,1018.82,1020.8,943.38,214.91,939.6,185.98,0.469,40,,-1
roi_9721,roi_backup,truck,,,1019.33,1019.54,490.55,234.64,484.27,236.38,0.196,3,,-1
roi_9722,roi_backup,motorcycle,,,1019.33,1019.41,1179.81,281.56,1179.96,282.44,0.371,3,,-1
roi_9723,roi_backup,truck,,,1019.37,1019.41,1129.51,302.33,1129.45,302.28,0.359,2,,-1
roi_9724,roi_backup,car,,,1019.37,1019.41,1031.52,258.27,1031.5,258.32,0.082,2,,-1
roi_9725,roi_backup,truck,,,1019.37,1019.41,1031.55,257.9,1031.51,257.95,0.081,2,,-1
14842,main,car,,,1019.41,1019.41,1276.56,371.28,1276.56,371.28,0.0,1,,-1
roi_9726,roi_backup,car,,,1019.49,1019.49,1265.58,324.0,1265.25,343.88,0.0,2,,-1
14844,main,car,,,1019.54,1019.87,1264.78,365.18,1243.98,349.29,0.209,9,,-1
roi_9727,roi_backup,truck,,,1019.58,1020.34,1262.18,365.57,1187.29,319.72,0.213,16,,0
roi_9728,roi_backup,motorcycle,,,1019.71,1020.42,1021.42,198.53,1009.46,217.85,0.105,32,,-1
roi_9729,roi_backup,car,,,1019.92,1022.27,986.25,207.69,982.91,200.09,0.092,81,,-1
roi_9730,roi_backup,motorcycle,,,1019.92,1020.04,1151.5,228.34,1151.44,228.14,0.003,4,,-1
roi_9731,roi_backup,car,,,1019.96,1020.34,537.8,166.7,537.51,166.89,0.0,12,,-1
roi_9732,roi_backup,car,,,1020.0,1020.34,263.56,302.0,209.98,323.9,0.318,4,,-1
roi_9733,roi_backup,car,,,1020.13,1020.21,1202.55,322.75,1200.86,325.35,0.141,3,,-1
roi_9734,roi_backup,motorcycle,,,1020.25,1020.46,1044.22,265.61,1024.78,247.01,0.138,2,,-1
roi_9735,roi_backup,truck,,,1020.38,1021.94,1066.12,265.67,1019.74,226.69,0.356,30,,0
roi_9736,roi_backup,truck,,,1020.38,1020.59,439.9,252.92,429.68,256.87,0.289,4,,-1
14850,main,motorcycle,,,1020.46,1022.36,1018.09,193.55,1018.16,182.01,0.148,43,,-1
roi_9737,roi_backup,motorcycle,,,1020.51,1020.8,984.2,204.01,994.18,215.46,0.153,15,,-1
14851,main,car,,,1020.55,1020.97,984.48,204.41,982.57,199.16,0.0,11,,-1
roi_9738,roi_backup,bus,,,1020.63,1020.76,941.65,190.59,941.5,190.35,0.226,4,,-1
roi_9739,roi_backup,motorcycle,,,1020.67,1020.76,1251.84,276.67,1251.81,277.06,0.0,3,,-1
roi_9740,roi_backup,bus,,,1020.8,1021.01,1049.42,255.16,1042.71,249.52,0.317,4,,-1
roi_9741,roi_backup,truck,,,1020.84,1020.97,1142.57,293.28,1139.4,291.44,0.345,3,,-1
roi_9742,roi_backup,truck,,,1020.84,1021.26,942.24,189.5,939.34,180.92,0.535,13,,-1
roi_9743,roi_backup,motorcycle,,,1020.84,1021.35,983.01,200.55,990.18,213.86,0.071,7,,-1
14852,main,truck,,,1020.84,1022.53,934.83,175.16,939.04,167.81,0.575,25,,-1
roi_9744,roi_backup,motorcycle,,,1021.09,1021.14,1252.03,279.16,1252.0,279.29,0.0,2,,-1
roi_9745,roi_backup,car,,,1021.09,1021.09,935.41,170.94,935.41,170.94,0.622,1,,-1
roi_9746,roi_backup,car,,,1021.31,1021.31,519.74,218.99,519.74,218.99,0.0,1,,-1
14856,main,car,,,1021.35,1026.19,519.26,221.46,22.08,542.29,0.041,116,,0
roi_9747,roi_backup,motorcycle,,,1021.39,1021.68,977.67,194.06,1008.18,192.8,0.125,12,,-1
roi_9748,roi_backup,truck,,,1021.43,1021.68,942.08,183.59,942.64,182.48,0.381,8,,-1
roi_9749,roi_backup,truck,,,1021.43,1021.85,1091.87,273.78,1080.96,266.45,0.275,5,,-1
roi_9750,roi_backup,car,,,1021.43,1021.68,537.01,166.34,536.92,166.73,0.0,7,,-1
roi_9751,roi_backup,motorcycle,,,1021.73,1022.95,975.69,189.35,1016.45,178.74,0.092,26,,0
roi_9752,roi_backup,bus,,,1021.85,1021.85,1020.22,227.78,1020.22,227.78,0.355,1,,-1
roi_9753,roi_backup,truck,,,1021.85,1021.89,990.42,148.13,990.48,148.17,0.0,2,,-1
roi_9754,roi_backup,car,,,1021.98,1022.15,938.02,132.2,937.92,132.15,0.0,5,,-1
roi_9755,roi_backup,car,,,1022.4,1022.4,975.77,184.04,975.77,184.04,0.0,1,,-1
roi_9756,roi_backup,motorcycle,,,1022.44,1022.48,1166.98,252.79,1166.93,252.83,0.0,2,,-1
roi_9757,roi_backup,car,,,1022.53,1022.61,191.51,302.0,186.06,302.0,0.222,3,,-1
roi_9758,roi_backup,car,,,1022.53,1024.55,536.04,167.84,536.79,167.38,0.22,53,,-1
roi_9759,roi_backup,bus,,,1022.69,1022.74,1009.19,208.92,1009.12,208.91,0.425,2,,-1
roi_9760,roi_backup,car,,,1022.78,1022.99,129.35,323.97,86.51,323.84,0.56,6,,0
roi_9761,roi_backup,car,,,1022.78,1023.66,977.25,190.91,975.95,184.56,0.073,26,,-1
roi_9762,roi_backup,bus,,,1023.33,1023.33,998.75,228.83,998.75,228.83,0.14,1,,-1
14866,main,car,,,1023.33,1028.21,523.16,222.97,26.25,580.97,0.463,117,,0
roi_9763,roi_backup,motorcycle,,,1023.45,1023.87,975.76,187.03,975.14,183.91,0.0,7,,-1
14867,main,car,,,1023.54,1023.54,6.24,443.68,6.24,443.68,0.0,1,,-1
roi_9764,roi_backup,truck,,,1023.62,1023.75,513.51,231.15,511.06,231.09,0.165,4,,-1
roi_9765,roi_backup,car,,,1023.83,1023.96,919.27,147.9,919.06,147.98,0.0,4,,-1
14869,main,car,,,1024.08,1024.08,1016.25,216.78,1016.25,216.78,0.065,1,,-1
roi_9766,roi_backup,motorcycle,,,1024.25,1024.59,1011.54,173.35,1013.07,185.31,0.005,5,,-1
roi_9767,roi_backup,car,,,1024.51,1024.59,1014.72,209.83,1014.69,209.74,0.0,3,,-1
roi_9768,roi_backup,car,,,1024.51,1024.51,912.04,144.85,912.04,144.85,0.0,1,,-1
roi_9769,roi_backup,car,,,1024.97,1025.39,257.07,302.0,199.53,323.92,0.0,6,,0
roi_9770,roi_backup,car,,,1025.01,1025.18,986.83,204.9,994.56,203.99,0.086,4,,-1
roi_9771,roi_backup,motorcycle,,,1025.26,1025.26,1009.91,202.82,1009.91,202.82,0.048,1,,-1
roi_9772,roi_backup,motorcycle,,,1026.69,1027.12,1000.76,189.16,999.87,186.64,0.217,6,,-1
roi_9773,roi_backup,car,,,1026.82,1027.28,288.32,302.0,231.63,323.85,0.429,10,,0
14875,main,car,,,1027.07,1027.07,975.63,171.83,975.63,171.83,0.1,1,,-1
roi_9774,roi_backup,car,,,1027.12,1027.12,979.75,172.23,979.75,172.23,0.176,1,,-1
roi_9775,roi_backup,car,,,1027.2,1027.2,939.25,154.35,939.25,154.35,0.0,1,,-1
14888,main,car,,,1028.55,1028.59,934.57,150.0,934.48,150.05,0.0,2,,-1
roi_9776,roi_backup,car,,,1028.97,1029.05,914.5,133.11,914.56,141.34,0.0,5,,-1
14891,main,motorcycle,,,1029.85,1030.82,484.7,237.19,486.71,236.43,0.0,4,,-1
roi_9777,roi_backup,motorcycle,,,1029.89,1030.27,474.08,239.24,473.43,217.43,0.034,10,,-1
roi_9778,roi_backup,car,,,1029.98,1030.44,557.03,154.2,557.24,154.38,0.0,9,,-1
14892,main,motorcycle,,,1029.98,1030.02,459.23,242.98,456.66,244.7,0.041,2,,-1
roi_9779,roi_backup,motorcycle,,,1030.06,1030.06,439.29,252.17,438.03,252.12,0.0,2,,-1
14894,main,motorcycle,,,1030.11,1031.12,439.19,251.72,435.48,253.9,0.0,3,,-1
roi_9780,roi_backup,motorcycle,,,1030.15,1030.27,426.02,259.49,414.25,263.58,0.041,4,,-1
14899,main,motorcycle,,,1030.32,1031.24,398.76,268.75,401.48,266.24,0.047,2,,-1
14900,main,motorcycle,,,1030.32,1030.32,465.13,219.4,465.13,219.4,0.0,1,,-1
roi_9781,roi_backup,motorcycle,,,1030.36,1030.36,381.73,275.91,381.73,275.91,0.015,1,,-1
14901,main,motorcycle,,,1030.4,1031.75,380.74,276.04,305.91,303.56,0.015,4,,-1
roi_9782,roi_backup,motorcycle,,,1030.48,1030.48,352.87,288.5,352.87,288.5,0.045,1,,-1
roi_9783,roi_backup,motorcycle,,,1030.48,1030.48,439.13,227.88,439.13,227.88,0.0,1,,-1
14902,main,motorcycle,,,1030.53,1031.54,351.71,289.01,342.7,290.1,0.052,3,,-1
14903,main,motorcycle,,,1030.53,1030.53,439.18,227.92,439.18,227.92,0.0,1,,-1
roi_9784,roi_backup,motorcycle,,,1030.57,1030.57,329.52,297.55,329.52,297.55,0.019,1,,-1
roi_9785,roi_backup,motorcycle,,,1030.57,1030.61,429.21,228.76,426.53,229.63,0.0,2,,-1
roi_9786,roi_backup,motorcycle,,,1030.57,1030.86,506.4,212.63,487.71,227.07,0.0,2,,-1
14904,main,motorcycle,,,1030.61,1032.04,319.7,301.99,283.31,286.74,0.027,8,,0
14906,main,motorcycle,,,1030.65,1030.65,423.35,230.78,423.35,230.78,0.0,1,,-1
roi_9787,roi_backup,motorcycle,,,1030.69,1030.74,292.62,314.95,276.99,309.33,0.051,4,,-1
roi_9788,roi_backup,motorcycle,,,1030.69,1030.74,410.74,235.64,403.89,237.27,0.023,2,,-1
14909,main,motorcycle,,,1030.78,1032.04,398.08,239.46,62.36,347.4,0.047,27,,0
14910,main,motorcycle,,,1030.78,1030.82,266.77,327.56,261.32,330.11,0.05,2,,-1
roi_9789,roi_backup,motorcycle,,,1030.86,1030.86,223.36,324.0,223.36,324.0,0.055,1,,-1
roi_9790,roi_backup,motorcycle,,,1030.86,1030.86,378.74,243.92,378.74,243.92,0.0,1,,-1
roi_9791,roi_backup,car,,,1030.91,1030.91,1002.88,168.57,1002.88,168.57,0.0,1,,-1
14912,main,motorcycle,,,1030.91,1032.25,222.5,349.11,228.31,308.23,0.058,5,,-1
14913,main,motorcycle,,,1030.91,1030.91,468.25,242.44,468.25,242.44,0.0,1,,-1
roi_9792,roi_backup,motorcycle,,,1030.95,1030.95,458.55,247.53,458.55,247.53,0.0,1,,-1
roi_9793,roi_backup,motorcycle,,,1030.95,1030.95,363.93,250.75,363.93,250.75,0.0,1,,-1
14914,main,motorcycle,,,1030.99,1031.03,186.74,365.94,178.81,369.92,0.057,2,,-1
14916,main,motorcycle,,,1030.99,1030.99,456.29,247.5,456.29,247.5,0.0,1,,-1
roi_9794,roi_backup,motorcycle,,,1031.03,1031.28,451.98,249.9,407.43,249.71,0.034,8,,0
roi_9795,roi_backup,motorcycle,,,1031.07,1031.54,1247.18,286.44,1247.59,287.73,0.0,12,,-1
roi_9796,roi_backup,motorcycle,,,1031.07,1031.12,1192.63,262.52,1192.55,262.76,0.0,2,,-1
14919,main,motorcycle,,,1031.12,1032.55,122.24,400.34,106.41,361.23,0.071,4,,-1
14922,main,motorcycle,,,1031.2,1031.24,60.54,425.88,50.91,431.82,0.068,2,,-1
14923,main,motorcycle,,,1031.2,1031.2,415.82,263.27,415.82,263.27,0.0,1,,-1
14924,main,motorcycle,,,1031.33,1031.33,390.09,269.51,390.09,269.51,0.052,1,,-1
14925,main,motorcycle,,,1031.33,1031.33,418.59,239.52,418.59,239.52,0.0,1,,-1
roi_9797,roi_backup,motorcycle,,,1031.37,1031.37,370.35,279.68,389.18,262.72,0.013,2,,-1
14928,main,motorcycle,,,1031.41,1031.45,369.98,279.51,366.28,280.8,0.02,2,,-1
14929,main,motorcycle,,,1031.41,1031.45,406.73,243.09,403.96,244.73,0.0,2,,-1
roi_9798,roi_backup,motorcycle,,,1031.49,1031.49,386.57,251.03,383.26,251.4,0.0,2,,-1
14930,main,motorcycle,,,1031.54,1031.54,379.43,251.57,379.43,251.57,0.0,1,,-1
roi_9799,roi_backup,motorcycle,,,1031.58,1031.62,364.5,256.74,365.58,257.46,0.038,4,,-1
14933,main,motorcycle,,,1031.66,1031.66,358.47,258.48,358.47,258.48,0.031,1,,-1
roi_9800,roi_backup,motorcycle,,,1031.71,1031.71,344.78,264.31,344.78,264.31,0.0,1,,-1
14934,main,motorcycle,,,1031.75,1031.75,341.29,263.74,341.29,263.74,0.0,1,,-1
roi_9801,roi_backup,motorcycle,,,1031.79,1031.87,332.42,270.84,320.99,273.7,0.017,3,,-1
roi_9802,roi_backup,motorcycle,,,1031.79,1031.79,244.86,324.0,244.86,324.0,0.03,1,,-1
roi_9803,roi_backup,motorcycle,,,1031.87,1031.87,194.2,324.0,194.2,324.0,0.081,1,,-1
roi_9804,roi_backup,motorcycle,,,1031.87,1031.87,92.31,324.0,92.31,324.0,0.019,1,,-1
14943,main,motorcycle,,,1031.92,1031.92,305.67,278.18,305.67,278.18,0.0,1,,-1
14944,main,motorcycle,,,1031.92,1032.34,185.91,349.38,189.84,331.36,0.057,3,,-1
14945,main,motorcycle,,,1032.0,1032.0,146.38,364.7,146.38,364.7,0.051,1,,-1
roi_9805,roi_backup,motorcycle,,,1032.08,1032.08,251.69,298.0,252.45,298.1,0.05,2,,-1
roi_9806,roi_backup,motorcycle,,,1032.13,1032.13,78.46,324.0,78.46,324.0,0.0,1,,-1
14947,main,motorcycle,,,1032.13,1032.13,254.63,298.25,254.63,298.25,0.035,1,,-1
14948,main,motorcycle,,,1032.13,1032.13,75.76,395.03,75.76,395.03,0.062,1,,-1
14949,main,motorcycle,,,1032.13,1032.13,9.35,358.56,9.35,358.56,0.0,1,,-1
14950,main,motorcycle,,,1032.21,1032.25,28.58,413.46,23.09,414.32,0.074,2,,-1
roi_9807,roi_backup,car,,,1032.25,1032.25,990.39,148.03,990.39,148.03,0.0,1,,-1
roi_9808,roi_backup,motorcycle,,,1032.29,1032.38,184.99,302.0,155.45,316.32,0.069,5,,-1
roi_9809,roi_backup,motorcycle,,,1032.42,1032.42,154.65,301.78,154.65,301.78,0.017,1,,-1
14952,main,motorcycle,,,1032.42,1032.46,153.39,334.92,146.46,337.55,0.05,2,,-1
14954,main,motorcycle,,,1032.67,1032.67,29.77,378.68,29.77,378.68,0.084,1,,-1
roi_9810,roi_backup,car,,,1032.8,1033.22,951.31,154.12,950.01,154.88,0.0,9,,-1
roi_9811,roi_backup,car,,,1034.32,1034.32,944.13,148.88,944.13,148.88,0.0,1,,-1
roi_9812,roi_backup,car,,,1035.07,1035.24,941.06,147.48,940.77,147.46,0.0,5,,-1
roi_9813,roi_backup,motorcycle,,,1035.28,1035.37,487.36,214.39,477.56,217.39,0.052,4,,-1
roi_9814,roi_backup,car,,,1035.41,1035.41,556.72,153.57,556.72,153.57,0.0,1,,-1
14959,main,motorcycle,,,1035.41,1035.41,476.7,217.81,476.7,217.81,0.049,1,,-1
roi_9815,roi_backup,motorcycle,,,1035.58,1035.83,457.81,222.61,443.83,226.52,0.035,4,,-1
roi_9816,roi_backup,car,,,1036.0,1036.88,938.17,145.41,935.35,144.34,0.0,12,,-1
roi_9817,roi_backup,motorcycle,,,1036.51,1036.59,351.41,254.01,340.79,256.09,0.025,4,,-1
14961,main,motorcycle,,,1036.63,1036.63,333.6,256.77,333.6,256.77,0.012,1,,-1
roi_9818,roi_backup,motorcycle,,,1036.67,1036.67,321.48,262.18,321.48,262.18,0.05,1,,-1
roi_9819,roi_backup,motorcycle,,,1036.67,1036.8,506.94,208.03,504.71,210.39,0.025,4,,-1
14962,main,motorcycle,,,1036.72,1037.98,321.63,263.1,24.34,353.89,0.187,27,,0
roi_9820,roi_backup,motorcycle,,,1036.8,1036.8,302.62,267.47,302.62,267.47,0.0,1,,-1
roi_9821,roi_backup,car,,,1036.8,1037.09,556.57,153.71,556.79,153.56,0.0,5,,-1
14965,main,motorcycle,,,1036.84,1036.84,500.66,212.23,500.66,212.23,0.035,1,,-1
roi_9822,roi_backup,motorcycle,,,1036.88,1036.88,493.81,214.23,493.81,214.23,0.011,1,,-1
14966,main,car,,,1036.93,1039.03,935.06,144.29,930.99,140.99,0.394,31,,-1
14967,main,motorcycle,,,1036.93,1036.97,493.86,213.22,492.41,213.35,0.021,2,,-1
roi_9823,roi_backup,motorcycle,,,1037.01,1037.09,482.42,216.95,480.66,217.42,0.039,3,,-1
roi_9824,roi_backup,car,,,1037.05,1037.05,934.85,144.18,934.85,144.18,0.0,1,,-1
14970,main,motorcycle,,,1037.14,1037.18,473.93,217.39,473.72,217.35,0.034,2,,-1
roi_9825,roi_backup,motorcycle,,,1037.22,1037.31,226.8,288.01,221.16,290.35,0.055,3,,-1
roi_9826,roi_backup,motorcycle,,,1037.22,1037.22,466.85,219.72,466.85,219.72,0.068,1,,-1
roi_9827,roi_backup,car,,,1037.22,1037.26,467.29,219.68,467.29,219.65,0.071,2,,-1
14971,main,motorcycle,,,1037.26,1037.26,466.91,218.78,466.91,218.78,0.08,1,,-1
roi_9828,roi_backup,motorcycle,,,1037.31,1037.31,459.68,222.43,459.68,222.43,0.019,1,,-1
14974,main,motorcycle,,,1037.35,1037.35,456.42,223.43,456.42,223.43,0.01,1,,-1
roi_9829,roi_backup,motorcycle,,,1037.39,1037.39,447.74,225.64,447.74,225.64,0.0,1,,-1
14976,main,motorcycle,,,1037.43,1037.43,447.92,225.33,447.92,225.33,0.0,1,,-1
roi_9830,roi_backup,motorcycle,,,1037.47,1037.47,439.94,227.52,439.94,227.52,0.0,1,,-1
14977,main,motorcycle,,,1037.52,1037.56,439.98,227.82,438.71,228.01,0.0,2,,-1
roi_9831,roi_backup,car,,,1037.56,1037.56,932.45,143.49,932.45,143.49,0.0,1,,-1
roi_9832,roi_backup,motorcycle,,,1037.6,1037.6,427.7,231.38,427.7,231.38,0.016,1,,-1
14980,main,motorcycle,,,1037.64,1037.64,427.73,231.3,427.73,231.3,0.022,1,,-1
roi_9833,roi_backup,motorcycle,,,1037.77,1037.85,415.98,235.1,406.13,237.85,0.029,3,,-1
14981,main,car,,,1037.81,1047.71,1251.49,486.52,994.69,168.01,0.508,235,,0
14984,main,motorcycle,,,1037.89,1037.89,392.26,241.57,392.26,241.57,0.018,1,,-1
roi_9834,roi_backup,motorcycle,,,1037.94,1037.94,382.06,244.58,382.06,244.58,0.022,1,,-1
14987,main,motorcycle,,,1037.98,1038.02,381.86,245.79,378.54,246.69,0.05,2,,-1
roi_9835,roi_backup,car,,,1038.02,1039.75,556.55,153.8,549.82,158.23,0.0,42,,-1
roi_9836,roi_backup,motorcycle,,,1038.06,1038.19,368.39,250.13,357.47,253.61,0.057,4,,-1
14989,main,motorcycle,,,1038.23,1038.27,345.17,256.42,343.28,257.58,0.008,2,,-1
roi_9837,roi_backup,car,,,1038.27,1038.27,1190.08,323.57,1190.08,323.57,0.004,1,,-1
roi_9838,roi_backup,motorcycle,,,1038.32,1038.32,328.03,264.19,328.03,264.19,0.043,1,,-1
14990,main,motorcycle,,,1038.36,1038.36,328.35,263.93,328.35,263.93,0.054,1,,-1
roi_9839,roi_backup,bus,,,1038.4,1038.78,1159.93,364.44,1115.01,330.77,0.091,5,,-1
roi_9840,roi_backup,motorcycle,,,1038.4,1038.4,315.1,265.7,315.1,265.7,0.071,1,,-1
14991,main,motorcycle,,,1038.44,1038.44,315.35,264.71,315.35,264.71,0.055,1,,-1
